body,topic
"way, this lady right here may be having an out of body experience. Mickey Guidance, how are you? I am feeling so good. How are you feeling about singing the national anthem at the Super Bowl? I am freaking out. Oh, my God. Do you have, like, a preshow warm up? We do these lip twirls. That really help. It looks crazy, but it works. Do ",['ca197b81-ca86-4792-8c25-2ba7cd4195b5']
"and early. It was a big day for movies like The Power of the Dog and Dune, but not such a good day for a lot of big names who were left on the outside looking in to get an Oscar nomination is an absolute honor. I think my first child is going to be named Gucci. Our name sweet Babe. Yes. Lady Gaga and Jared Leto were A listers who got snubbed. So was Leonardo DiCaprio, ",['ca197b81-ca86-4792-8c25-2ba7cd4195b5']
"Gayle King posted this shot with actress Joey King along with this funny caption two Kings sitting on a swing. Now, before I got to Madame Tussaud's New York in Times Square, I got to chat with Joey about pulling double duty as an actor and producer. Oh, and shooting a little movie with a little known actor by the name of Brad Pitts. ",['ca197b81-ca86-4792-8c25-2ba7cd4195b5']
"Judy. A whirlwind week of diplomacy continued today as the President of France, Emmanuel Macron, visited the capital of Ukraine following a lengthy day with Vladimir Putin. As Nick Schifrin tells us, war in Europe hangs in the balance. But the question remains, is there a path away from a fight over Ukraine? ",['83a09c6b-5f2f-421f-ae50-b38acca7e008']
"905 right now happening today, Governor Kathy Hochel expected to address the statewide mask mandates on two fronts, one on businesses and the other on schools. New Yorkers can expect a big change in policy when it comes to businesses, but schools, those are another story. Pixelman's Katie Kratos. She has more from outside the governor's office in Midtown. As New York's covet numbers drop. Governor Hachel is expected to drop New York's indoor mask mandate ","['39822b5f-e37e-43e8-b997-7142fe55c3ea', '96326734-fd82-4350-b45c-513e7eb9147c', '6fbf954a-03f9-4782-a65f-783271c9c447']"
"at the Winter Olympics, American Nathan Chan racked up a world record performance in men's figure skating. Chen scored the most points ever in the men's short program. He could wrap up the gold medal tomorrow. ",['b49207eb-96eb-4b73-b534-adc0ef85022a']
"News.com this morning. The governor of New York is set to drop the state's indoor mask mandate and the governors of Massachusetts in Illinois are expected to announce changes to their state's mandates. The changes come as we see an increase in a Subaru and of Omakron. New CDC data shows the variant now accounts for nearly 4% of new infections in the US. Nearly every US County is still officially in the high transmission category, including the Bay Area. Cdc Director Dr. Rochelle Walensky says the country is not prepared to lift rules like mask mandates. ",['96326734-fd82-4350-b45c-513e7eb9147c']
"later. Wild turkeys are causing trouble at NASA Ames Research Center, Mountain View. Now, federal, state and local agencies are teaming up to capture and relocate them. The turkeys stop traffic. They Peck at cars and windows, even post a threat to aircraft operations. The Department of Fish and Wildlife says relocating wild animals isn't something they do often and could prove to be easier ",['9a06646a-e1df-4fca-888e-69658420556b']
"afternoon. And as we go through the next seven days, we have a high 51 for you tomorrow. There's a rain chance out there. It looks like it might come through during the morning commute. But it's a quick little splash and that should be ",['9a06646a-e1df-4fca-888e-69658420556b']
new statistics show the increase in crimes across the five boroughs. The new numbers show 72 out of 77 of the city's police precincts saw a spike in crime so far ,"['83a09c6b-5f2f-421f-ae50-b38acca7e008', '9ff54ded-904b-4e0c-85ce-a3617f5cb913']"
"Briella. Police are searching for four people suspected of spray painting antisemitic graffiti in Brooklyn. Both incidents happened on Saturday in Williamsburg. Police say the suspects spray painted multiple swastikas on a bus. Then a few minutes later, police say the suspects spray painted a swastika on the front door of a home. If you have any information police want to hear from you, call Crimestoppers at 857 Tips. ",['9ff54ded-904b-4e0c-85ce-a3617f5cb913']
"And police have released a new video of a fatal bar shooting in Yonkers. Cops say a party at Duo Tapas Lounge in Yonkers Avenue got out of hand early Sunday morning. Cops say Yakwaba McGugan went to a car, got a gun, then came back and fired into the vestibule. A 22 year old busboy died and a bouncer was injured. Cops arrested McGugan at the scene. He is now facing murder ","['83a09c6b-5f2f-421f-ae50-b38acca7e008', '9ff54ded-904b-4e0c-85ce-a3617f5cb913']"
"they're feeling? All right, let's get to it. 42 degrees out there. Got a little bit of a warm up high G. Yeah. We'll continue in around the Tristate area, southwest leagues are in tomorrow's. The honey of the day. All these places are above the norm. Will rise to about 50 deg tomorrow. But a storm early next week, late over the weekend, and the word snow pops into the forecast. We'll chat about that. Just can't get ",['f5cdd7f2-9d4d-4ba5-9925-00c1701e30fa']
"not done yet. All right. It is official. Masks are coming off and businesses across New York State tomorrow. But children in schools will have to stay masked for at least another month. Now Governor Kathy Holcoll announced she's dropping the statewide requirement for everyone to be masked indoors if they're not vaccinated. Now, masking will stay in place in schools, on trains and in health care facilities for the time being. New Jersey and Connecticut have announced plans to end masking in schools. Hoekal, though, wants to wait until after winter break February 28 and then had every district test children twice with home test kits. She used that data then to make a decision come ",['96326734-fd82-4350-b45c-513e7eb9147c']
"Meanwhile, the mask mandate for schools really has been a hot button issue for school districts all across New York, especially on Long Island. Yeah, Fix It In continues routine coverage now from Garden City with reaction from local leaders and parents there James. And yes, even though this mask mandate remains in effect for now and in fact through the month, that doesn't mean every parent is pleased with it, to say the ","['96326734-fd82-4350-b45c-513e7eb9147c', '6fbf954a-03f9-4782-a65f-783271c9c447']"
"you. Well, one of New York City's most iconic restaurants has reopened Elkyote. Which is located inside the Chelsea Hotel. It is back in business. The eatery was closed in 2018 when the Chelsea Hotel was being renovated. The restaurant first opened in 1930 and became a really popular dinner destination for a lot of celebs, including Andy Warhol, Janice Joplin and Jimi Hendrix. The restaurant is under new ownership and some new rules in place. The seating capacity was at 220 when the restaurant closed. Well, now we'll be a little cozyer, with seating capped at 65. That's a big change. That's very cozy. Right. But I'm glad it's not open. That's a lot of history there. ",['74e2fab8-689f-4e17-9a1c-e1f92e084f55']
"Me back. We begin with the developing story out of Marin County cruise on the scene of a small fire. This is burning in some heavy timber on Shoreline Highway. That's right near Stinton Beach. So far, no homes or businesses are threatened in about two acres have burned. Marin County Fire has requested some additional ",['9a06646a-e1df-4fca-888e-69658420556b']
"this afternoon. And, Mark, do you think we're going to see some records out there today? Oh, yes, Mike. I think we'll see some records today, possibly over the next three days here in the Bay Area. And that firestorm is the fire Storey, both alarming and shocking. It's February 9 and we're talking about fires developing across parts of the Bay Area. By the way, Stinton Beach, the weather, 71 deg. Thankfully, winds ",['f5cdd7f2-9d4d-4ba5-9925-00c1701e30fa']
"at noon, California workers will once again have supplemental sick leave if they are affected by covet. Governor Nathan signed the bill here in Oakland this morning at Nito's Restaurant near Jack London Square. That bill is going to allow workers to receive up to two weeks paid sickly to recover from Covan 19, care for a sick family member, recover from a vaccine shot or among other things. The bill covers companies with more than 25 employees, and it will be retroactive to January ","['83a09c6b-5f2f-421f-ae50-b38acca7e008', '96326734-fd82-4350-b45c-513e7eb9147c']"
"to the pandemic. Starting tomorrow, New York State will lift its indoor mask mandate for businesses. For New York City. Mayor Adam says the city's vaccination mandate will stay in place. And while it's not required, he still encourages people to ",['96326734-fd82-4350-b45c-513e7eb9147c']
"Stacey. As of today, face masks no longer required indoors. In the city of Hoboken, New Jersey, Hudson County's coronavirus positivity rate fell below 5% on Monday. Health officials were waiting for the rate to drop that low before lifting the mandate. Businesses in Hoboken will continue to have the option to require face masks for entry. Each school or district in Hoboken will be allowed to make its own decision on mask requirements. However, visitors to municipal facilities will still be required to wear face masks regardless of vaccination status, at least for the near ",['96326734-fd82-4350-b45c-513e7eb9147c']
"the Oakland Unified School Board voted to close at seven schools over the next two years. That final vote was taken just before 01:00 this morning after several hours of heated public comment. Kkb's Emma Gossip is live at Parker elementary, one of the schools that is going to close after this school year. Emma, ",['6fbf954a-03f9-4782-a65f-783271c9c447']
"have that. Maybe you're tired of contentious conversations on social media. Well, there's one platform that's actively trying to shy away from politics and other controversial topics. An executive at LinkedIn tells The Wall Street Journal that LinkedIn is testing out a no politics setting. When enabled, users will no longer able to be able to see anything about politics, parties, candidates, all that stuff or election outcomes. And I think a lot of people just judging by my friends Mike and Claudine Mike, I think some people are ready ","['83a09c6b-5f2f-421f-ae50-b38acca7e008', 'a58b4b70-1b59-4240-917d-a2165a0ce2f0']"
"Pfizer is working to get its pills to fight COVID used by more people. The treatment has been authorized for emergency use in high risk patients twelve and older. Pfizer planning to study the drug in children as young as six. The pharmaceutical giant is still waiting for full approval of the pill from the Food and Drug Administration, which would come in the second half of this ","['96326734-fd82-4350-b45c-513e7eb9147c', 'f5cdd7f2-9d4d-4ba5-9925-00c1701e30fa']"
"before unmasking New York schools, insisting they are different from workplace settings. Those children students sit together all day long in close proximity to each other. They go to lunch together. They're involved in gym, classic together. Hoco's plan is to make sure every school district has enough home test kits to test each child twice the week of February 28. When they get back from winter break, the governor will look at all of that information. And if it looks good, masks may even come off as early as March 7. Like New ","['96326734-fd82-4350-b45c-513e7eb9147c', '6fbf954a-03f9-4782-a65f-783271c9c447']"
"you. Well, for the first time, NFL Commissioner Roger Goodell is dressing allegations of racial discrimination and hiring during a news conference this afternoon. Judy. That's right. In his State of the League address, he admitted the NFL has fallen short of ensuring head coaching opportunities for black and minority candidates. Craig Treadway joining us now with all the details. Hi, Greg. Well, the Commissioner says he is frustrated that the League is still facing questions about diversity in the hiring of coaches and executives despite efforts to improve. And he admits, as you said, the League has fallen short. ","['6fbf954a-03f9-4782-a65f-783271c9c447', 'b49207eb-96eb-4b73-b534-adc0ef85022a']"
"the CDC is taking it says another look at its mass guidance. As States across the country start to relax mask mandates, the agency is monitoring transmission and hospital rates before making any decisions. I'm really encouraged that cases are continuing to drop dramatically. Hospitalizations are continuing to drop dramatically as people are making these decisions and as we are working on our guidance. So I'm encouraged to see those trends. But for now, the CDC is sticking to its current rules and says Americans should follow local guidance when it comes to maths. ",['96326734-fd82-4350-b45c-513e7eb9147c']
"New information. That breaking news in Queens where an SUV crashed into a car wash. And Far Rockaway. We have just learned sadly, one person is dead. Shannon Stone is live overhead over the scene in Newscomptor Seven. And Shannon, this is a real tragic development. It really is. It's a horrible story that just got worse. We still don't know what caused this car to careen out of control and wind up going over the sidewalk and into that car wash. But we have now learned that there was a pedestrian in between that car and the car wash when it went at a very ",['9ff54ded-904b-4e0c-85ce-a3617f5cb913']
"we've got breaking news out of Queens, a bad accident at a car wash and Bar Rockaway, shopping for Tom Dwyer over the scene right now. Tom, what can you tell us? All right, well, Gilmore, right now we're looking at the car wash at Beach Channel Drive in Far Rockaway. And what we've got here is an accident came in at about 415 this afternoon. And if you look right in the center of your stream, we've got a car right into that car wash. Now, the gate is down. It looks as though that car wash was actually closed at the ",['9ff54ded-904b-4e0c-85ce-a3617f5cb913']
"wash. And in the meantime, there's breaking news in Brooklyn where a child in Midwood is now in critical condition after being hit by a car. Police say the five year old boy was hit by a black sedan that was pulling out of a driveway on east 12th street between Avenues N and O. This happened just before three this afternoon. That boy was taken to a nearby hospital and the driver stayed on the scene. At this point, no word of any arrests or ",['9ff54ded-904b-4e0c-85ce-a3617f5cb913']
"Beginning tomorrow, New York's Mass mandate for businesses will go away. But cities, counties like the five boroughs and business owners will still be allowed to maintain their own mandate. Masks will still be required in all schools. And Governor Hoekl says that she'll reassess that decision by early March. Newspaper's Andrew Swift live in Manhattan with how the city is reacting and what New Yorkers have to say about this change. Andrew. ","['39822b5f-e37e-43e8-b997-7142fe55c3ea', '96326734-fd82-4350-b45c-513e7eb9147c']"
"Jennifer, thank you. The city of Hoboken officially dropped its masked mandate today. The Mayor announcing the appeal earlier in the week, citing Hudson County's overall Positivity rate falling below 5%. And ",['96326734-fd82-4350-b45c-513e7eb9147c']
"you. More gun violence in New York City takes the life of a young father in Brooklyn. And now police are trying to figure out who killed them. Cbs Two is Alice Gainor, live in Cypress Hills with the details. Alice, this happened right behind me. Across the street is a mosque. Down the street is a school. All day, family, friends, neighbors and colleagues have been coming to forbell street here. Everyone just shocked, wondering who could have killed this 36 year old father coming home from work last night. The NYPD is here. Community patrols are here right now. There are more ",['9ff54ded-904b-4e0c-85ce-a3617f5cb913']
Surveillance video giving us a look at two men wanted for a deadly shooting in Queens. And investigators say this video shows the men leaving the Cozy Corners Sports Bar and Lounge in St. Albans on Lyndon Boulevard late Monday night. We then see one of those suspects pull out a gun and open fire. Police say a 33 year old man was shot in the chest and died. The two suspects were last seen getting away in a dark colored Nissan Sentra. ,['9ff54ded-904b-4e0c-85ce-a3617f5cb913']
"kin. Russia denies it was ever planning to invade Ukraine, despite amassing more than 1000 troops near the border. Lauren Lancer reports from Washington on how diplomatic efforts continue. Despite intelligence reports that say Russia could be on the cusp of military ",['83a09c6b-5f2f-421f-ae50-b38acca7e008']
"Erica, thank you. Out of breaking news. Buffalo police there are responding to a school shooting where at least two people have been shot. Officials say one of them is a student. The local hospital also confirms that it has received at least one patient from that shooting. Police say this happened at around 345 this afternoon at McKinley High School. Students and staff there have gone into lockdown mode. An FBI tactical unit has now entered that campus. Buffalo State College, which is nearby, has warned anyone on campus to shelter in place. At this point, there's still no word on if the shooter has been apprehended. But as soon as we get an update, we'll bring it to you right here on News ","['9ff54ded-904b-4e0c-85ce-a3617f5cb913', '6fbf954a-03f9-4782-a65f-783271c9c447']"
"Now next, we turn to France, because the main suspect in the trial over the 2015 Paris terror attacks has denied killing or injuring anyone. Salah Abdullah made the statement in court before being crossexamined for the first time. If we go back to 2015, these were some Parisians grieving for those who were lost. 130 people were killed when a group of Islamists carried out this series of gun and bomb attacks across Paris, one on the battle and concert hall, another on the national football Stadium, further attacks on six restaurants and ",['9ff54ded-904b-4e0c-85ce-a3617f5cb913']
"Thank you, Charles. The city of San Francisco is also ending its mask mandate starting next week. Officials are saying that the city only has about 200 people in the hospital for covet and it is confident it will not run out of beds. Dr. Susan Phillips with the Public Health Department says that while mask restrictions are easing, the city is still urging people to keep ",['96326734-fd82-4350-b45c-513e7eb9147c']
"16. Now, Santa Clara County is the only county in the Bay Area that's going to be keeping the indoor mask mandate in place. The county health officials announced today that it's just too early to do so. Quad Fords Noelle Bellow joins us now live in the Newsroom with more details on this decision. Too soon for Santa Clara, but fine for every other ",['96326734-fd82-4350-b45c-513e7eb9147c']
"top of the show here in New York State lifting its indoor mask mandate. This comes as the Coba infections have dropped dramatically. The state's indoor mandate ends tomorrow for businesses, but counties, cities and private businesses still have the option of keeping their own mandates. As for schools, that mask mandate could lift on March 7 if the numbers stay low. News force Andrew Sith is live at Midtown with a breakdown. Andrew ",['96326734-fd82-4350-b45c-513e7eb9147c']
"A New York City foster mother and her husband accused of forcing young women into prostitution now face sex trafficking charges. Prosecutors say that Sharise and Karim Mitchell trafficked eight women between 2018 and this month, forcing them into sex acts in cars and hotels throughout the city. Two of the victims were girls who were placed in their care. Theresa Mitchell was also accused of lying on her foster parent application, indicating her sex offender husband did not live with her. He was convicted in 2008 on federal charges of transporting a minor for ",['9ff54ded-904b-4e0c-85ce-a3617f5cb913']
"there. Let's move on. From a couple in love to exes at war, but looks like Kanye is calling for a truce with Kim. His words, God, please bring our family back together. Kanye reposting Kim's brand new photos as Vogue's March issue CoverGirl, the 41 yearold mom posed with all their kids. We have different views sometimes. ",['ca197b81-ca86-4792-8c25-2ba7cd4195b5']
"best. As Repeat Davidson, Kim doesn't mention him by name, but reveals her new bow helped inspire her to change her phone number after their New Year's vacate in the Bahamas. That explains why Yay had to ask a friend for her new contact ",['ca197b81-ca86-4792-8c25-2ba7cd4195b5']
"info. What's a misconception about you that I'm a gold digger. Yeah, they pursued me first. Okay. Last night, Yay's new girlfriend, Julia Foxx, filled all on the Caller Daddy podcast. She says she's unboredered by Kanye's pleas to reconnect with Kim. I'm sure there's still some sort of residual feeling normal. It's human. But I also like, nobody's with me now. And that's all that ",['ca197b81-ca86-4792-8c25-2ba7cd4195b5']
"The top health officials in the United States say the nation is moving closer to the point where COVID restrictions will soon be a thing of the past. That's because of the dramatic drop in new Covet cases and hospitalizations across the country. We are moving toward a time when covet won't disrupt our daily lives, a time when COVID won't be a constant ",['96326734-fd82-4350-b45c-513e7eb9147c']
"State of California is suing Tesla for racial discrimination at its Fremont factory. According to the head of California's Fair Housing and Employment Department, Tesla is a, quote, racially segregated workplace where black workers are subjected to racial slurs and discriminated against in job assignments, discipline, pay and promotion, ",['39822b5f-e37e-43e8-b997-7142fe55c3ea']
"The state of Hawaii is thinking about dropping all of its pandemic travel restrictions within the next few months. The state Lieutenant governor said he expects those restrictions to fizzle out in the spring unless another surge appears. Currently, you have to show proof of vaccination, a negative test or quarantine for five days in order to enter Hawaii. The state says it plans to keep its indoor mask mandate in place, at least for now. Tourism is about 40% below 2019. Prepandemic ","['39822b5f-e37e-43e8-b997-7142fe55c3ea', '96326734-fd82-4350-b45c-513e7eb9147c', '74e2fab8-689f-4e17-9a1c-e1f92e084f55']"
"rain drops. Long range forecast for you. You can see right here that Ridge still in place. It's going to bring us that nice offshore wind. We're going to see record breaking temperatures. I think tomorrow on a Friday, we'll begin to notice some changes, especially on the coastline. I think a little fog will begin moving towards the beaches and that will start to cool down the temperatures. And that will take us through the ",['0d817400-3f5d-41e0-929c-c31fdbe75d31']
"Thank you, Lawrence. A bipartisan group of lawmakers is pushing to reauthorize the Violence Against Women Act. Washington, DC, correspondent Basil John reports on lawmakers who say they want to improve the response to sexual violence in the nation. Senate Democrats and Republicans say they have reached an agreement to advance the violence against women Act. I believe we must provide better resources for survivors in their own communities. ",['83a09c6b-5f2f-421f-ae50-b38acca7e008']
"eleven, new details about a deadly crash in Queens. Two pedestrians struck by an out of control car and one of them was killed, a ten year old girl. So what went wrong tonight? We're hearing from an eyewitness here's, Safon Kim in Far Rockaway. An outofcontrol SUV jumped the curb and smashed into this outofbusiness car wash with so much force it tore through part of the brick facade and ripped the ",['9ff54ded-904b-4e0c-85ce-a3617f5cb913']
"are. The weather service has a space weather division and they actually watch all the activity on the sun and they're watching it a few days out. We usually refer to it when we're looking for the auroras. Are we going to have some of the Northern lights? Well, in a geomagnetic storm like this, there was a moderate storm on the 29th. That's why the timing is a little curious, because it reached the Earth on the second, these were launched on the third and I'm not sure if they thought it could handle this type of ",['0d817400-3f5d-41e0-929c-c31fdbe75d31']
"there is sunrise and sunset time. So tomorrow we gain almost two and a half minutes of daylight. So a couple of flurries. You're sneaking into the caskills right now. We're going to be clouding over the next few hours. Not too impressive with the showers, but there's enough out there and there's other showers that are developing off the Del Marvis. So I think a few showers will rotate through during the overnight, ",['0d817400-3f5d-41e0-929c-c31fdbe75d31']
"Labyakas. Santa Clara County is the only Bay Area County that is not aligning with the state to lift the indoor mask mandate on February 16. Meanwhile, San Francisco's health officer says come Wednesday of next week, city will be in a position to drop its indoor mask mandate at most places. For those who are ",['96326734-fd82-4350-b45c-513e7eb9147c']
shelters. Masks will also still be required for school children all across the Bay Area and state. Governor Newsom is expected to announce new guidance for schools in the near future. But he hasn't yet. And Crown Force Galong has reaction to that from local health experts who have mixed views on school massacre ,['96326734-fd82-4350-b45c-513e7eb9147c']
"you. We're going to turn down to that breaking news from Buffalo, New York, the shooting outside McKinley High School. Their students sheltering inside for hours. Law enforcement than rushing in. And police say a student and a security guard were shot. And tonight, the search now for the gunman. Here's our chief justice correspondent Pierre Thomas. Tonight, reports of shots fired at a high school in Buffalo, New York. Again, police racing to the scene and parents afraid of a shooting at McKinley High School. The shooter did around the school, going back towards the bike path. Possibly two people shot. ",['9ff54ded-904b-4e0c-85ce-a3617f5cb913']
"News. As we mentioned, Santa Clara County will not be lifting the mask mandate today. Health Officer Dr. Sara Cody says the area is not where it needs to be with cases and hospitalizations. Several business owners are pretty upset about this delay. One gym owner that we spoke to says that most members at his gym don't want to wear a mask while they're working out, and many stop going to the gym altogether when mask mandates are in ",['96326734-fd82-4350-b45c-513e7eb9147c']
"news. And after two days of dual deliberations, a verdict was reached today in the Sarah Palin defamation case against The New York Times. The verdict is in. A federal jury finds. The New York Times did not defame Sarah Palin in a 2017 ","['83a09c6b-5f2f-421f-ae50-b38acca7e008', 'a58b4b70-1b59-4240-917d-a2165a0ce2f0']"
"There is another manhunt underway this time in Houston after a horrific road rage incident. A nine year old girl was shot in the head, riding in the family SUV to the grocery store. Authorities say the family wasn't even involved in this incident tonight. Here surveillance of the aftermath now and a warning it is disturbing. Abc's Maria Ville in Texas tonight. Tonight, an urgent search for the person who shot nine year old Ashanti Grant riding in the back of her family's SUV as they drove to the grocery ",['9ff54ded-904b-4e0c-85ce-a3617f5cb913']
"Good evening. Less than three months after the OMA Cron variant first started ripping through this country, sending Americans scrambling to find N 95s more States tonight signaling those masks can start coming off in some settings as the door to normalcy begins to crack open in places that have had some of the toughest copy rules. New York joining a growing list of Democratleaning States to announce a rollback of indoor mass restrictions. They're encouraged by numbers showing the seven day average of new covet cases. It's down 44% deaths, however, still creeping up 2400 a ","['83a09c6b-5f2f-421f-ae50-b38acca7e008', '96326734-fd82-4350-b45c-513e7eb9147c']"
"interview in Beijing. The medal ceremony for the figure skaters who won the team event was postponed after Russia took gold in the US won silver. Tonight, there are reports that delay was due to a positive drug test for a Russian ","['83a09c6b-5f2f-421f-ae50-b38acca7e008', 'b49207eb-96eb-4b73-b534-adc0ef85022a']"
"Judy. So far, at least seven States announced this week that they will lift mask mandates for schools. The timing of the changes varies considerably, but it's clear that by the end of March, many school districts will no longer require masks. As Amna Nawaz tells us, some public health experts and parents are concerned those decisions are being made too quickly without clear metrics for doing ","['83a09c6b-5f2f-421f-ae50-b38acca7e008', '96326734-fd82-4350-b45c-513e7eb9147c']"
"us. They call it the case of the Purloined Sirloin. Around the country, grocery stores are seeing their meat counters decimated by thieves. And here's the reason why some thieves are selling it on the black market to other shopkeepers who just may be selling those stolen steaks ","['39822b5f-e37e-43e8-b997-7142fe55c3ea', '9ff54ded-904b-4e0c-85ce-a3617f5cb913']"
"According to the Bureau of Labor Statistics, meat costs about 20% more than it did last year. Support for Olympic skier Mikaela Shiffrin from Olympic great Simone Biles, who knows a little bit about the pressures of elite level competition. Biles is joining other Olympians backing Shifrin, who is in her first Olympics since the death of her father. And some are even wondering if the coverage of her has been unfairly harsh. ",['b49207eb-96eb-4b73-b534-adc0ef85022a']
"of news. The single mom of five recently returned back to work, but her toddler's daycare was still closed because of covet. So she asked her 14 year old daughter to babysit. But when the toddler wandered off for just a few minutes, the mother ended up arrested and in ","['83a09c6b-5f2f-421f-ae50-b38acca7e008', '74e2fab8-689f-4e17-9a1c-e1f92e084f55']"
"continues here now, David Scott. This has been a neighborhood that I've adored for many years. These houses are gorgeous. Houses have not. Exe Tatum III is on the Hunt for a new home for his growing family. He spent years preparing for this moment, landing a well paid Union job, purchasing a starter home. Now he wants to trade up to the American dream and leave something behind for his son Charles to ",['74e2fab8-689f-4e17-9a1c-e1f92e084f55']
"We are asking for nothing more than what we deserve as citizens, and that is an opportunity to move freely in our society, to buy or to rent or to lease property that any other American can ",['74e2fab8-689f-4e17-9a1c-e1f92e084f55']
"warm up. Take a look at your First Alert forecast. We do have some leftover shower activity for this morning, but by noon we should be at 49 degrees in New York City. And we're anticipating a high today of 51 degrees. So it will be bright skies. That's what you should expect. Breezy conditions and of course, ",['0d817400-3f5d-41e0-929c-c31fdbe75d31']
"you. In New Jersey, Hoboken has repealed its indoor mask requirements. The city's mass mandate was in place for indoor locations of public accommodation. Local businesses still have the option to require masks, and any school mass rules will be subject to the authority of each individual school or district. People visiting Hoboken municipal buildings must still wear masks for the ",['96326734-fd82-4350-b45c-513e7eb9147c']
"a developing story. Tragedy Queens this morning after car jumps a curve, killing a ten year old girl and injuring a woman who was walking by. The driver was also hurt and remains hospitalized. Cbs News Dante joins us live from Far Rockaway with more this morning. John. Chris. Maria, devastating news out of Far Rockaway, Queens here this morning. Police. They have yet to release the name of this ten year old girl. And they are still investigating the entire ",['9ff54ded-904b-4e0c-85ce-a3617f5cb913']
"Belmont. Then we have our day planner. Do you see this? 49 degrees at 03:00 this afternoon. It is going to be lovely. Yes, we do have some clouds. They will break up. So if you're going to go out for a run, a walk, a jog, whatever, you could possibly even get away with some shorts. I know Robert Moses is thinking about that forecast highs for today, 52 degrees. Oh, yes. The lows 34 here in New York. Typically it should be 29 as a low. So we are definitely dealing with some warm air coming from the south. ",['0d817400-3f5d-41e0-929c-c31fdbe75d31']
"thank you. Today marks a major turning point in the pandemic. The state's indoor mask mandate has expired. This comes as covet numbers continue to fall. Now the focus is shifting to eliminating face coverings in schools. Fox size. Kayla Mamelak is here now with more on that part of the story. Kayla, good morning. Yeah, we're New Yorkers. We're always going on to the next one. Right? Robert, good morning to you. Yeah. At the stroke of midnight, New York's indoor mask mandate officially expired. Governor Kathy Hockey choosing not to extend it because all covet numbers are trending in the ",['96326734-fd82-4350-b45c-513e7eb9147c']
"you so much. If you are getting ready to go on a cruise, you may have new orders to follow from the CDC. Under a new program, ships will be classified by how many passengers and crew members are vaccinated against Covet. Booster shots are also taken into account. The agency says quarantine and isolation rules will vary depending on vaccination status. Ships have until February 18 to opt into the program. The CDC still advises against traveling on a cruise, especially if you are at high risk of catching ","['39822b5f-e37e-43e8-b997-7142fe55c3ea', '96326734-fd82-4350-b45c-513e7eb9147c', '74e2fab8-689f-4e17-9a1c-e1f92e084f55']"
"right. A new survey shows that a majority of New York City residents are living in fear. The news comes as we learn about yet another unprovovoked crime, this time on the subway in Washington Heights. And that's where we find Fox Five Briella Thomas Eddie, who has the latest on the city's crime wave. Briella, good morning. Good morning to you there. Robert. It's unclear again, like you said, what may have provoked this attack in the first place. We do know, though, that a woman was stabbed here on a One ",['9ff54ded-904b-4e0c-85ce-a3617f5cb913']
"Dr. Fossil says we're heading out of the full blown pandemic phase of Kova 19. As more and more States drop mask mandates among the ten States with indoor mandates, six of them have said that they will allow their rules to expire in the coming days ","['83a09c6b-5f2f-421f-ae50-b38acca7e008', '96326734-fd82-4350-b45c-513e7eb9147c']"
"thanks for bringing to the White House now where there are growing concerns about Iran. The regime there unveiled a new long range missile, sending a defiant message as talks with the US about its nuclear program resume. Chief White House correspondent Cecilia Vega has the latest. Good morning, Cecilia. Hi, George. Good morning to you. The administration right now is issuing a dire warning. Officials say Iran could produce enough material for a nuclear weapon in just a matter ","['83a09c6b-5f2f-421f-ae50-b38acca7e008', '9ff54ded-904b-4e0c-85ce-a3617f5cb913']"
"George, thank you. Now to the latest on the showdown with Russia over Ukraine. Russia holding major military exercises on the border while Ukrainian troops are beginning a new round of drills. Terry Miranda's on the scene in the Ukraine. Good morning, Terry. Judy. Good morning, Michael. These next ten days are shaping up to be a critical period in this crisis. This morning, Russia and Ukraine ",['9ff54ded-904b-4e0c-85ce-a3617f5cb913']
"pandemic as mass mandates are lifted across our area. A deadline is fast approaching for some city workers. And that could mean those workers will be without a job if they don't comply. Cbs News Andrea Grimes reports from the Upper East Side on the rules at Morton Williams. On the Upper East Side, new signs have gone up inside the supermarket saying masks are recommended but not required for vaccinated customers and employees. At Morton Williams this morning, most people working and shopping still covered their faces, but some did ",['96326734-fd82-4350-b45c-513e7eb9147c']
"news in Midtown where police are investigating a shooting. Jim Smith is live in chopper two. Jim Mary, we understand that a man has been shot. He's been taken to St. Luke's Hospital. This happened on 52nd street near 10th Avenue between 11th and 10th ",['9ff54ded-904b-4e0c-85ce-a3617f5cb913']
"economic squeeze. The Labor Department says inflation has soared to its highest rate in more than four decades. Consumer prices jumped seven. 5% last month compared to a year before that's, the steepest one year increase since 1982. Supply shortages, low interest rates, federal aid and high consumer spending are all contributors. As CBS News Natalie Dutch tells us, one big effect has been higher gas ",['39822b5f-e37e-43e8-b997-7142fe55c3ea']
"tonight at 08:00, a new bill that could mandate all California businesses require employees and independent contractors to be vaccinated against COVID-19. East Bay Assembly Member Buffy Wicks introduced the bill this afternoon with the support of some business and public ","['39822b5f-e37e-43e8-b997-7142fe55c3ea', '96326734-fd82-4350-b45c-513e7eb9147c']"
